ID     IAUNAME     M2    Teffwd
730     SDSSJ101954.54+402636.2     0.255    16717
753     SDSSJ103124.84+192620.7     0.319    16717
903     SDSSJ114947.99-012043.9     0.319    16717
988     SDSSJ124254.62+450658.5     0.319    16717
1231     SDSSJ153914.69+263710.8     0.319    16717
1249     SDSSJ154811.65+312840.1     0.319    16717
1344     SDSSJ163725.76+251027.3     0.38    16717
1876     SDSSJ151042.64+273510.3     0.149    16717
1913     SDSSJ160224.05+111252.1     0.319    16717
2042     SDSSJ071309.72+401249.4     0.38    16717
2088     SDSSJ090212.72+373757.3     0.431    16717
2951     SDSSJ135054.35+495530.0     0.255    16717
3081     SDSSJ154902.50+040225.2     0.196    16717
3142     SDSSJ165437.76+445147.2     0.12    16717
1851     SDSSJ142824.99+554944.6     0.255    16718
888     SDSSJ114312.57+000926.5     0.319    16719
175     SDSSJ023016.26+262355.8     0.38    16728
2027     SDSSJ032030.52+044243.5     0.319    16767
244     SDSSJ032643.22-010338.0     0.407    16806
325     SDSSJ075235.79+401339.0     0.38    16811
655     SDSSJ095033.43+171711.4     0.319    16811
763     SDSSJ103736.75+013912.1     0.225    16813
297     SDSSJ074207.89+275845.1     0.319    16836
61     SDSSJ004815.70+002034.1     0.319    16910
479     SDSSJ084537.38+372151.2     0.38    16910
511     SDSSJ085812.39+323637.7     0.319    16910
604     SDSSJ093128.90+394119.9     0.319    16910
711     SDSSJ101323.90+043946.1     0.464    16910
937     SDSSJ121324.25+380405.2     0.431    16910
998     SDSSJ125108.43+344050.4     0.38    16910
1005     SDSSJ125427.54+291531.5     0.319    16910
1153     SDSSJ144149.17+360225.8     0.319    16910
1285     SDSSJ160645.02+284725.9     0.319    16910
1323     SDSSJ162425.19-010902.0     0.38    16910
1334     SDSSJ163008.84+130238.8     0.319    16910
1380     SDSSJ170947.12+293111.8     0.319    16910
1773     SDSSJ121423.11+410538.8     0.319    16910
1942     SDSSJ165447.75+131651.2     0.319    16910
2072     SDSSJ083255.20-043046.2     0.38    16910
2263     SDSSJ081228.67+323533.1     0.464    16910
2291     SDSSJ113202.11+611325.7     0.431    16910
2563     SDSSJ080937.51+473232.0     0.319    16910
2842     SDSSJ113912.16+262236.3     0.255    16910
3095     SDSSJ160256.30+304957.0     0.196    16910
3164     SDSSJ210550.11+073124.2     0.196    16910
3220     SDSSJ224555.86+331349.5     0.149    16910
1883     SDSSJ152354.69+403943.2     0.255    16912
189     SDSSJ024642.55+004137.2     0.38    16967
2646     SDSSJ084825.62+015013.9     0.171    16994
1842     SDSSJ140728.14+364202.1     0.35    17008
1950     SDSSJ172234.53+321238.7     0.196    17008
7     SDSSJ001359.39-110838.6     0.472    17106
126     SDSSJ015132.82-080047.7     0.319    17106
926     SDSSJ120536.22+425608.1     0.319    17106
1337     SDSSJ163209.00+002629.8     0.472    17106
1654     SDSSJ071119.60+384525.1     0.464    17106
2000     SDSSJ000356.93-050332.7     0.319    17106
2152     SDSSJ121033.60+185346.2     0.38    17106
2177     SDSSJ133732.33+082815.5     0.38    17106
2188     SDSSJ141635.70+360006.5     0.431    17106
2669     SDSSJ090847.49+461233.1     0.255    17106
2895     SDSSJ124631.09+010603.3     0.255    17106
3004     SDSSJ143245.54+180348.5     0.431    17106
3022     SDSSJ145048.23+011716.5     0.196    17106
3136     SDSSJ165313.82+271748.3     0.319    17106
3197     SDSSJ221500.60+152305.3     0.431    17106
3251     SDSSJ232020.54+195800.8     0.196    17106
3263     SDSSJ233345.97-000843.0     0.255    17106
981     SDSSJ123922.33+005548.7     0.319    17116
876     SDSSJ113800.35-001144.4     0.319    17272
207     SDSSJ025809.60+052641.0     0.464    17304
270     SDSSJ035827.27-044042.3     0.38    17304
877     SDSSJ113833.13+351825.8     0.38    17304
936     SDSSJ121258.25-012310.2     0.319    17304
1177     SDSSJ150152.59+443316.6     0.196    17304
1252     SDSSJ154923.62+324915.5     0.319    17304
1263     SDSSJ155501.99+244422.0     0.405    17304
1431     SDSSJ204805.53+161540.8     0.38    17304
1584     SDSSJ234404.16+142904.5     0.319    17304
1981     SDSSJ212306.34-081127.0     0.196    17304
2081     SDSSJ085202.07+115400.1     0.431    17304
2267     SDSSJ082845.07+133551.0     0.431    17304
2650     SDSSJ085005.03+450234.9     0.255    17304
2741     SDSSJ100322.78+470102.0     0.255    17304
2746     SDSSJ100920.76+430757.0     0.255    17304
2752     SDSSJ101436.46+480005.8     0.431    17304
2856     SDSSJ115446.21+010704.0     0.255    17304
3181     SDSSJ215238.39+001635.2     0.319    17304
226     SDSSJ030904.82-010100.8     0.357    17351
102     SDSSJ012527.80+063048.8     0.149    17361
1772     SDSSJ121334.25+394356.9     0.38    17361
1924     SDSSJ161655.78+175522.9     0.255    17361
1999     SDSSJ000250.64-045041.6     0.319    17361
363     SDSSJ080636.85+251912.1     0.38    17439
79     SDSSJ010734.66+011157.0     0.38    17505
187     SDSSJ024519.11+011157.3     0.38    17505
294     SDSSJ074128.93+414327.9     0.431    17505
513     SDSSJ085843.99+195152.0     0.38    17505
532     SDSSJ090812.04+060421.2     0.319    17505
546     SDSSJ091433.69+213540.4     0.464    17505
699     SDSSJ100741.08+404125.8     0.38    17505
1043     SDSSJ132117.66+040019.8     0.319    17505
1163     SDSSJ145051.87+414317.1     0.255    17505
1166     SDSSJ145331.70+405844.2     0.196    17505
1270     SDSSJ155853.21+023138.3     0.38    17505
1463     SDSSJ213400.17+122318.1     0.319    17505
1647     SDSSJ063803.60+373309.2     0.38    17505
1753     SDSSJ111331.84+202013.0     0.255    17505
1906     SDSSJ155615.53+264607.0     0.319    17505
1926     SDSSJ161821.44+184832.6     0.319    17505
1935     SDSSJ163544.74+620156.3     0.38    17505
1968     SDSSJ192357.24+374835.3     0.319    17505
2172     SDSSJ131208.10+002057.9     0.319    17505
2268     SDSSJ083056.70+122546.6     0.319    17505
2633     SDSSJ084146.25+511339.7     0.38    17505
3131     SDSSJ164624.75+275703.6     0.196    17505
3234     SDSSJ230015.96-030209.7     0.255    17505
801     SDSSJ105617.51+505321.2     0.226    17506
1000     SDSSJ125146.04+290906.3     0.287    17506
1031     SDSSJ131334.74+023750.7     0.319    17509
634     SDSSJ094103.00+523257.4     0.38    17524
2890     SDSSJ123710.60+270906.4     0.225    17562
2209     SDSSJ152002.84+081231.0     0.319    17606
418     SDSSJ082503.32+271003.0     0.255    17622
736     SDSSJ102131.55+511623.0     0.255    17622
1689     SDSSJ082946.67+130523.5     0.431    17622
1891     SDSSJ153531.41+144113.1     0.431    17622
2090     SDSSJ091844.46+313743.5     0.464    17622
742     SDSSJ102327.59+440050.3     0.319    17635
2396     SDSSJ012723.85+200141.2     0.255    17690
150     SDSSJ021303.29+140232.8     0.255    17707
220     SDSSJ030544.41-074941.2     0.319    17707
266     SDSSJ034831.08-061400.5     0.38    17707
320     SDSSJ075005.57+393301.5     0.464    17707
354     SDSSJ080319.50+231043.0     0.319    17707
451     SDSSJ083449.32+530317.6     0.431    17707
552     SDSSJ091601.48-003129.8     0.319    17707
782     SDSSJ104517.77-001833.7     0.319    17707
944     SDSSJ122007.61+631628.5     0.319    17707
985     SDSSJ124054.82+434043.4     0.255    17707
1158     SDSSJ144656.53+411154.9     0.255    17707
1332     SDSSJ162800.64+290058.6     0.38    17707
1356     SDSSJ164615.60+422349.2     0.255    17707
1513     SDSSJ224055.69+005444.9     0.38    17707
1894     SDSSJ153934.63+092221.5     0.255    17707
2800     SDSSJ105946.23+481055.6     0.319    17707
618     SDSSJ093535.10+260111.2     0.319    17718
21     SDSSJ002620.41+144409.5     0.319    17912
731     SDSSJ101954.64+531736.9     0.255    17912
899     SDSSJ114832.45+034934.3     0.38    17912
995     SDSSJ124920.58+341631.3     0.38    17912
1365     SDSSJ165516.51+195640.2     0.319    17912
1694     SDSSJ083824.42+101608.7     0.319    17912
1749     SDSSJ110759.74+204110.6     0.319    17912
1848     SDSSJ142522.83+210940.6     0.319    17912
2024     SDSSJ030900.89+384835.2     0.319    17912
2230     SDSSJ191911.33+370319.0     0.38    17912
2250     SDSSJ003650.58+134411.4     0.38    17912
2299     SDSSJ133111.63+535352.4     0.38    17912
2505     SDSSJ074834.44+213454.3     0.149    17912
2613     SDSSJ083415.92+160646.9     0.38    17912
3089     SDSSJ155404.94+071103.1     0.319    17912
3120     SDSSJ163124.55+231234.3     0.431    17912
254     SDSSJ033548.58+003832.2     0.319    18016
275     SDSSJ044724.36+002149.6     0.255    18120
321     SDSSJ075009.90+381641.6     0.319    18120
483     SDSSJ084833.59+005840.0     0.38    18120
517     SDSSJ085911.28+043507.1     0.38    18120
551     SDSSJ091553.25+451129.2     0.196    18120
598     SDSSJ092835.29+382451.9     0.431    18120
787     SDSSJ104838.47+624158.3     0.319    18120
792     SDSSJ105216.50+262524.1     0.196    18120
846     SDSSJ111914.19+380159.7     0.38    18120
848     SDSSJ112048.75+381905.6     0.38    18120
1024     SDSSJ130403.64+144955.5     0.38    18120
1389     SDSSJ171810.15+610114.0     0.319    18120
1529     SDSSJ230309.28-003222.8     0.38    18120
1936     SDSSJ163654.39+635619.3     0.255    18120
2031     SDSSJ044046.91-050413.0     0.255    18120
2167     SDSSJ125105.17+502727.5     0.38    18120
2338     SDSSJ003038.36+130217.0     0.319    18120
2444     SDSSJ021828.66+043349.3     0.149    18120
2495     SDSSJ073748.72+440111.3     0.38    18120
2641     SDSSJ084454.81+110803.1     0.255    18120
3171     SDSSJ212740.26+072838.8     0.149    18120
3257     SDSSJ232547.06+272625.4     0.319    18120
2216     SDSSJ155808.49+264225.7     0.319    18298
291     SDSSJ073906.94+274353.9     0.319    18330
721     SDSSJ101647.20-010907.2     0.255    18330
1023     SDSSJ130251.11+442918.4     0.319    18330
1190     SDSSJ151058.76+004112.7     0.149    18330
1213     SDSSJ152716.45+242539.0     0.319    18330
1425     SDSSJ204433.16+160250.2     0.319    18330
1540     SDSSJ231256.40+005035.6     0.255    18330
2014     SDSSJ021145.57+071831.1     0.38    18330
2100     SDSSJ100347.63+352958.2     0.38    18330
2180     SDSSJ134520.62+174805.3     0.38    18330
2772     SDSSJ103813.77+235431.1     0.255    18330
2781     SDSSJ104606.35+583907.8     0.38    18330
2835     SDSSJ113442.67+534703.5     0.255    18330
2964     SDSSJ140138.47+121736.0     0.319    18330
3165     SDSSJ210800.50+063019.7     0.319    18330
747     SDSSJ102627.71+301710.2     0.319    18331
892     SDSSJ114523.58+251510.9     0.319    18394
1176     SDSSJ150118.41+042232.2     0.38    18394
1459     SDSSJ212738.08+101822.7     0.12    18394
1561     SDSSJ232918.87+523652.5     0.255    18394
1751     SDSSJ110859.45-161213.9     0.149    18394
1715     SDSSJ093041.18+303652.3     0.255    18438
302     SDSSJ074334.26+344647.4     0.196    18542
355     SDSSJ080414.56+413833.5     0.38    18542
369     SDSSJ080736.96+072412.0     0.38    18542
400     SDSSJ081732.74+265729.9     0.255    18542
476     SDSSJ084400.82+052305.7     0.319    18542
575     SDSSJ092203.36+394002.0     0.38    18542
652     SDSSJ094913.37+032254.5     0.319    18542
756     SDSSJ103225.77+204935.7     0.196    18542
1011     SDSSJ125715.01+014324.5     0.149    18542
1030     SDSSJ131249.45+592718.0     0.255    18542
1898     SDSSJ154349.32+145418.3     0.38    18542
2086     SDSSJ085631.57+030554.7     0.255    18542
2136     SDSSJ111615.73+590509.3     0.431    18542
2156     SDSSJ123528.65+003042.2     0.319    18542
2334     SDSSJ002926.82+252553.9     0.38    18542
2511     SDSSJ075124.63+482942.7     0.431    18542
2585     SDSSJ082052.53+565540.6     0.319    18542
2875     SDSSJ121259.78+431341.3     0.38    18542
2940     SDSSJ133525.71+102918.7     0.464    18542
2957     SDSSJ135532.70+451429.8     0.319    18542
3042     SDSSJ150541.02+410715.0     0.319    18542
3156     SDSSJ172001.19+324716.5     0.255    18542
3236     SDSSJ230202.49-000930.0     0.38    18542
1398     SDSSJ172439.05+551600.1     0.38    18572
405     SDSSJ081942.67+542608.1     0.38    18586
529     SDSSJ090455.45+184741.8     0.255    18586
526     SDSSJ090437.32+225438.7     0.319    18756
537     SDSSJ091031.72+184731.0     0.319    18756
554     SDSSJ091625.51+441557.2     0.319    18756
735     SDSSJ102032.07+024621.8     0.472    18756
911     SDSSJ115356.15+400137.5     0.196    18756
1505     SDSSJ223300.45+124719.0     0.319    18756
1954     SDSSJ173014.30+452642.3     0.255    18756
2077     SDSSJ084518.66+055911.7     0.431    18756
2427     SDSSJ015116.65+000556.1     0.196    18756
2670     SDSSJ090915.28+015613.7     0.431    18756
2949     SDSSJ134641.25+451123.1     0.431    18756
1588     SDSSJ234534.49-001453.7     0.319    18758
824     SDSSJ110750.15+050559.0     0.287    18865
1661     SDSSJ073248.99+401622.9     0.319    18933
133     SDSSJ015657.37-003341.6     0.464    18974
282     SDSSJ072543.88+414519.3     0.38    18974
300     SDSSJ074301.93+410655.2     0.319    18974
601     SDSSJ093045.91+225957.2     0.431    18974
678     SDSSJ100014.23+023742.1     0.319    18974
809     SDSSJ105958.52+363456.4     0.319    18974
878     SDSSJ113907.58+511103.6     0.38    18974
914     SDSSJ115554.24-025127.5     0.431    18974
1009     SDSSJ125640.38+644708.0     0.118    18974
1020     SDSSJ130032.00+153018.9     0.319    18974
1151     SDSSJ143938.70+363857.3     0.38    18974
1377     SDSSJ170729.68+225721.8     0.38    18974
2001     SDSSJ000453.93+265420.4     0.38    18974
2063     SDSSJ075359.48+175445.5     0.319    18974
2705     SDSSJ093955.45+040641.4     0.38    18974
3151     SDSSJ170500.84+281016.8     0.319    18974
113     SDSSJ013716.08+000311.3     0.431    19193
221     SDSSJ030607.18-003114.4     0.319    19193
276     SDSSJ044824.30-011241.8     0.319    19193
349     SDSSJ080229.99+072858.1     0.464    19193
504     SDSSJ085555.57+190004.6     0.255    19193
557     SDSSJ091729.70+214333.7     0.255    19193
587     SDSSJ092452.39+002449.0     0.319    19193
633     SDSSJ094101.91+510719.8     0.38    19193
758     SDSSJ103318.90+593810.8     0.38    19193
1129     SDSSJ142610.27+600153.5     0.319    19193
1291     SDSSJ160915.97+273559.4     0.38    19193
1309     SDSSJ161658.23+171355.9     0.38    19193
1310     SDSSJ161715.27+081849.0     0.464    19193
1346     SDSSJ163824.77+292701.2     0.255    19193
1440     SDSSJ205857.10-060519.4     0.255    19193
1528     SDSSJ230051.74+134115.5     0.431    19193
1708     SDSSJ090641.18+120313.1     0.319    19193
2085     SDSSJ085558.37+832841.5     0.464    19193
2602     SDSSJ083103.26+045733.9     0.464    19193
2848     SDSSJ114415.61+455659.6     0.38    19193
2987     SDSSJ142014.02+145916.8     0.38    19193
3048     SDSSJ151438.35+382755.5     0.196    19193
2208     SDSSJ151852.44+074459.3     0.319    19205
1552     SDSSJ232438.31-093106.4     0.319    19340
391     SDSSJ081513.68+204348.2     0.38    19416
635     SDSSJ094205.36+184657.9     0.255    19416
791     SDSSJ105133.35+663401.0     0.255    19416
873     SDSSJ113634.50+543403.6     0.149    19416
890     SDSSJ114415.64+455700.1     0.38    19416
1012     SDSSJ125716.06+423654.8     0.319    19416
1196     SDSSJ151921.72+353625.8     0.196    19416
1366     SDSSJ165545.07+184849.3     0.38    19416
1865     SDSSJ145634.30+161137.7     0.196    19416
2051     SDSSJ073455.91+410537.4     0.38    19416
2329     SDSSJ002334.15-082728.3     0.255    19416
2945     SDSSJ134430.04+453203.3     0.38    19416
15     SDSSJ002157.90-110331.6     0.319    19536
360     SDSSJ080541.62+170624.8     0.255    19640
387     SDSSJ081409.82+531921.3     0.255    19640
396     SDSSJ081649.29+550910.0     0.319    19640
525     SDSSJ090426.54+282456.8     0.255    19640
535     SDSSJ090925.42+533700.6     0.38    19640
602     SDSSJ093118.37+091240.6     0.38    19640
1325     SDSSJ162444.42+120825.8     0.319    19640
1483     SDSSJ220604.80+004635.4     0.196    19640
1503     SDSSJ223051.15+125706.8     0.319    19640
1515     SDSSJ224254.72+215939.1     0.196    19640
1739     SDSSJ104103.81+201945.0     0.38    19640
1840     SDSSJ140155.82+193118.1     0.255    19640
1994     SDSSJ233639.07+080213.6     0.319    19640
2038     SDSSJ064812.76+381005.9     0.464    19640
2096     SDSSJ094035.24+520007.6     0.38    19640
2675     SDSSJ091218.46+150334.4     0.464    19640
1386     SDSSJ171611.13+544346.4     0.38    19652
2105     SDSSJ100900.48+360457.6     0.464    19780
67     SDSSJ005418.54+005746.1     0.319    19868
296     SDSSJ074154.34+380850.0     0.319    19868
310     SDSSJ074733.54+472003.9     0.196    19868
469     SDSSJ084105.87+453943.6     0.255    19868
700     SDSSJ100857.93+461822.3     0.255    19868
813     SDSSJ110151.34+122241.5     0.38    19868
1146     SDSSJ143722.16+380907.7     0.464    19868
1243     SDSSJ154609.98+200320.6     0.464    19868
1371     SDSSJ170459.70+384432.9     0.38    19868
1429     SDSSJ204729.04-064536.7     0.464    19868
1450     SDSSJ211205.31+101427.9     0.196    19868
1683     SDSSJ082213.92+121437.4     0.38    19868
2049     SDSSJ072635.37+322554.3     0.38    19868
2112     SDSSJ102623.21+162938.5     0.38    19868
2368     SDSSJ010055.32+074758.8     0.255    19868
2914     SDSSJ130533.17-003305.5     0.255    19868
3115     SDSSJ163005.18+154028.0     0.319    19868
3169     SDSSJ212320.23+054253.6     0.38    19868
570     SDSSJ092122.49+082805.6     0.196    19992
1479     SDSSJ220313.29+113236.0     0.319    19992
1383     SDSSJ171301.84+625135.8     0.406    20010
1244     SDSSJ154652.14+492216.0     0.319    20022
35     SDSSJ003301.53+005716.9     0.38    20098
408     SDSSJ082031.30+252558.7     0.255    20098
414     SDSSJ082228.96+352401.4     0.319    20098
422     SDSSJ082558.77+034520.8     0.38    20098
449     SDSSJ083402.88+300144.3     0.38    20098
629     SDSSJ093959.25+380139.1     0.38    20098
913     SDSSJ115510.86+271324.3     0.464    20098
980     SDSSJ123902.93+654934.5     0.38    20098
1180     SDSSJ150337.21+582945.7     0.319    20098
1209     SDSSJ152425.21+504009.7     0.319    20098
1731     SDSSJ101046.86+171348.8     0.319    20098
1816     SDSSJ133146.44+183225.2     0.319    20098
1897     SDSSJ154156.56+161511.4     0.255    20098
1991     SDSSJ225826.65+072100.2     0.431    20098
2095     SDSSJ094029.39+523324.7     0.431    20098
3084     SDSSJ155126.16+051636.6     0.319    20098
1027     SDSSJ130956.37+292804.9     0.38    20222
317     SDSSJ074843.91+432922.8     0.464    20331
534     SDSSJ090903.56+370207.0     0.431    20331
543     SDSSJ091304.44+011418.7     0.431    20331
697     SDSSJ100716.49+004139.9     0.319    20331
831     SDSSJ110957.02+330245.7     0.38    20331
950     SDSSJ122325.49+281143.5     0.38    20331
964     SDSSJ123139.80-031000.3     0.319    20331
1038     SDSSJ131928.80+580634.2     0.472    20331
1070     SDSSJ133953.88+015614.9     0.38    20331
1091     SDSSJ135039.54+261511.7     0.319    20331
1131     SDSSJ142917.86+285103.0     0.38    20331
1134     SDSSJ143043.97+111317.3     0.38    20331
1165     SDSSJ145317.72+312345.3     0.319    20331
1374     SDSSJ170618.17+230838.5     0.319    20331
2062     SDSSJ075356.37+233118.9     0.38    20331
2546     SDSSJ080635.41+260932.9     0.319    20331
182     SDSSJ023804.39-000545.7     0.38    20566
201     SDSSJ025306.37+001329.2     0.464    20566
616     SDSSJ093506.92+441107.0     0.464    20566
703     SDSSJ100953.69-002853.4     0.319    20566
1055     SDSSJ132830.92+125941.4     0.319    20566
1565     SDSSJ233215.10-084736.3     0.196    20566
2106     SDSSJ101032.62+344527.9     0.431    20566
407     SDSSJ082022.02+431411.0     0.255    20568
689     SDSSJ100503.41+211204.0     0.35    20685
1084     SDSSJ134721.80+270724.9     0.464    20685
1571     SDSSJ233807.89+000109.1     0.472    20702
34     SDSSJ003257.12+000631.3     0.319    20804
337     SDSSJ075721.07+323054.4     0.38    20804
802     SDSSJ105657.35+330416.2     0.319    20804
810     SDSSJ110052.63+073534.5     0.255    20804
825     SDSSJ110805.35+652211.4     0.319    20804
963     SDSSJ123027.64+535323.5     0.319    20804
1276     SDSSJ160125.58+341402.3     0.319    20804
1762     SDSSJ113212.68+583743.7     0.38    20804
2035     SDSSJ063805.21+835526.9     0.255    20804
3067     SDSSJ153242.10+535043.6     0.431    20804
3075     SDSSJ154102.08+264811.0     0.319    20804
3157     SDSSJ172216.92+324953.7     0.319    20804
1404     SDSSJ172831.83+620426.4     0.431    20806
225     SDSSJ030859.86-002735.7     0.35    20966
1430     SDSSJ204746.17+000659.2     0.255    20966
2532     SDSSJ080003.86+503545.2     0.38    20967
32     SDSSJ003221.86+073934.4     0.431    21045
855     SDSSJ112512.29+290545.1     0.38    21045
889     SDSSJ114349.96+501020.2     0.255    21045
961     SDSSJ122930.65+263050.4     0.38    21045
1399     SDSSJ172441.79+593103.2     0.319    21045
1580     SDSSJ234257.10+144955.4     0.472    21045
1743     SDSSJ105227.72+100337.6     0.255    21045
2333     SDSSJ002547.09+134129.8     0.431    21045
2773     SDSSJ103832.23+125241.1     0.38    21045
3090     SDSSJ155651.05+251918.8     0.464    21045
3117     SDSSJ163033.26+393713.8     0.319    21045
74     SDSSJ010341.59+003132.6     0.431    21046
1795     SDSSJ125642.37+204201.7     0.319    21068
2236     SDSSJ222822.73+391239.7     0.406    21246
181     SDSSJ023650.60-010313.3     0.132    21289
374     SDSSJ081029.72+413013.6     0.38    21289
429     SDSSJ082828.18+471737.9     0.319    21289
499     SDSSJ085406.25+130942.2     0.196    21289
694     SDSSJ100653.48+610028.6     0.319    21289
853     SDSSJ112357.72-011027.4     0.319    21289
1022     SDSSJ130132.20+050535.4     0.319    21289
1206     SDSSJ152344.09+474709.8     0.319    21289
1347     SDSSJ163831.67+292236.8     0.319    21289
1420     SDSSJ204054.18-011107.3     0.255    21289
1665     SDSSJ075242.02+171747.4     0.464    21289
1789     SDSSJ124808.93+605726.4     0.431    21289
2053     SDSSJ073717.69+412620.1     0.431    21289
2453     SDSSJ023251.62+001026.1     0.319    21289
2778     SDSSJ104016.68+505647.1     0.319    21289
41     SDSSJ003628.06-003124.9     0.35    21386
3145     SDSSJ165743.33+235740.3     0.35    21420
106     SDSSJ013152.00+003202.8     0.12    21535
155     SDSSJ021534.77+141846.7     0.431    21535
223     SDSSJ030733.07+004113.2     0.38    21535
346     SDSSJ080045.06+500227.6     0.38    21535
491     SDSSJ085115.23+453027.9     0.464    21535
600     SDSSJ092930.52+284649.8     0.38    21535
970     SDSSJ123234.07+601629.9     0.38    21535
1355     SDSSJ164612.52+232408.8     0.431    21535
1388     SDSSJ171707.20+594550.0     0.196    21535
1787     SDSSJ124432.25+101710.8     0.319    21535
2780     SDSSJ104136.19+353946.2     0.38    21535
2921     SDSSJ131443.85+511958.8     0.38    21535
3180     SDSSJ214632.14+065623.4     0.431    21535
3235     SDSSJ230140.14+315159.7     0.255    21535
1382     SDSSJ171145.42+555444.4     0.319    21700
776     SDSSJ104219.07+442916.0     0.349    21705
118     SDSSJ014009.00-001243.4     0.464    21785
173     SDSSJ022954.29+001946.9     0.431    21785
440     SDSSJ083115.76+185024.8     0.255    21785
545     SDSSJ091411.55+231449.8     0.319    21785
593     SDSSJ092712.02+284629.2     0.196    21785
608     SDSSJ093246.59+201916.3     0.319    21785
774     SDSSJ104142.56+391900.2     0.431    21785
830     SDSSJ110938.03+323938.6     0.319    21785
1052     SDSSJ132452.03+124825.4     0.38    21785
1137     SDSSJ143443.24+533521.2     0.319    21785
1148     SDSSJ143809.13+330905.0     0.319    21785
1179     SDSSJ150315.53+005823.3     0.319    21785
1182     SDSSJ150536.85+005144.1     0.38    21785
1566     SDSSJ233347.65-001501.0     0.38    21785
1725     SDSSJ095250.46+155304.1     0.431    21785
1820     SDSSJ133722.73+202854.9     0.319    21785
1827     SDSSJ134406.32+212040.3     0.319    21785
1877     SDSSJ151426.90+285720.4     0.319    21785
2158     SDSSJ124140.76+600711.4     0.38    21785
2792     SDSSJ105450.32-004634.2     0.464    21785
29     SDSSJ002959.94+001132.7     0.431    22037
392     SDSSJ081557.48+210657.1     0.319    22037
432     SDSSJ082918.99+270134.6     0.431    22037
463     SDSSJ083953.76+142745.9     0.255    22037
586     SDSSJ092451.63-001736.4     0.38    22037
1064     SDSSJ133607.07+290426.4     0.38    22037
1246     SDSSJ154706.71+301301.1     0.38    22037
1418     SDSSJ202309.00+142422.8     0.38    22037
1712     SDSSJ092420.72+124031.2     0.431    22037
1717     SDSSJ093349.93+151718.5     0.431    22037
2293     SDSSJ120448.74+110157.9     0.38    22037
2975     SDSSJ141057.01+155804.4     0.319    22037
3029     SDSSJ145626.56+275123.4     0.319    22037
1400     SDSSJ172601.54+560527.0     0.38    22164
3021     SDSSJ144925.59+454535.9     0.464    22173
224     SDSSJ030758.81-002628.9     0.319    22292
1273     SDSSJ160059.83+362609.9     0.255    22292
1324     SDSSJ162431.66-002248.2     0.38    22292
1510     SDSSJ223952.91+143436.2     0.431    22292
1667     SDSSJ075254.17+174153.5     0.319    22292
1862     SDSSJ145430.02+203902.5     0.319    22292
1873     SDSSJ150840.52+154231.9     0.196    22292
2409     SDSSJ013609.63+210351.9     0.38    22292
2814     SDSSJ111048.30+455039.1     0.38    22292
301     SDSSJ074329.62+283528.0     0.35    22451
327     SDSSJ075333.77+263803.4     0.319    22550
397     SDSSJ081654.35+354230.6     0.38    22550
490     SDSSJ085107.30+033046.0     0.171    22550
672     SDSSJ095849.48+410100.6     0.464    22550
1470     SDSSJ214720.96+130227.3     0.38    22550
1527     SDSSJ225503.57-001548.6     0.255    22550
1543     SDSSJ231825.23-093539.1     0.38    22550
1551     SDSSJ232436.23-004536.2     0.431    22550
1763     SDSSJ113223.69+225313.1     0.464    22550
1858     SDSSJ144655.54+132810.2     0.319    22550
1969     SDSSJ192416.73+614833.1     0.319    22550
2029     SDSSJ041716.58+055522.4     0.38    22550
2111     SDSSJ102515.38+174937.6     0.319    22550
2340     SDSSJ003226.78+254755.8     0.255    22550
2891     SDSSJ123715.68+562535.3     0.464    22550
114     SDSSJ013750.03+003237.6     0.431    22811
146     SDSSJ020925.74+064213.9     0.319    22811
205     SDSSJ025747.80+004902.2     0.319    22811
528     SDSSJ090449.79+093143.1     0.319    22811
568     SDSSJ092100.49+043216.5     0.38    22811
1090     SDSSJ135012.61+274019.5     0.319    22811
1867     SDSSJ150019.33+165914.4     0.38    22811
1945     SDSSJ165717.36+131032.2     0.431    22811
2108     SDSSJ102205.96+080246.6     0.431    22811
2262     SDSSJ080810.11+314737.8     0.431    22811
2351     SDSSJ004325.03+283635.2     0.255    22811
2658     SDSSJ085814.90+522312.3     0.38    22811
2907     SDSSJ125804.80+053937.6     0.319    22811
3256     SDSSJ232539.81+071553.7     0.255    22811
260     SDSSJ033807.64-000715.2     0.464    22849
86     SDSSJ011226.93+251149.8     0.35    23076
365     SDSSJ080643.41+403517.2     0.319    23076
662     SDSSJ095422.59+432324.8     0.472    23076
749     SDSSJ102750.05+271244.1     0.319    23076
805     SDSSJ105845.26+164714.9     0.464    23076
1169     SDSSJ145527.72+611504.7     0.38    23076
1384     SDSSJ171411.14+294508.2     0.319    23076
1836     SDSSJ135930.16+180314.7     0.38    23076
1967     SDSSJ190739.79+785254.5     0.319    23076
2600     SDSSJ083043.73+542826.2     0.431    23076
2762     SDSSJ103001.05+554706.3     0.255    23076
2614     SDSSJ083602.65+521317.4     0.38    23082
767     SDSSJ103952.62+285421.9     0.464    23089
26     SDSSJ002910.38+141310.2     0.38    23343
110     SDSSJ013418.52+010100.0     0.464    23343
1159     SDSSJ144801.37+215342.7     0.319    23343
1343     SDSSJ163721.87+312918.1     0.319    23343
1861     SDSSJ145248.79+234807.6     0.319    23343
2034     SDSSJ063139.13+822827.8     0.38    23343
2070     SDSSJ082835.00+241547.6     0.431    23343
2357     SDSSJ004827.33+075939.6     0.319    23343
