# telescope   = tel06
# season      = 2011-2022
# filter      = RG715
# aperture    = 8.000                pix
# deblend     = 0
# lspmname    = J1709+4340
# nltt        = 44290
# hip         = 83945
# ascc        = 416422
# twomass     = 17093153+4340531
# usnob       = 1336-0280975
# ra          = 17:09:31.552         hr
# dec         = +43:40:52.99         deg
# pmra        = 0.331                arcsec/yr
# pmdec       = -0.274               arcsec/yr
# aflag       = S 
# plx         = 0.134597082936454    arcsec
# e_plx       = 0.000489399205367269 arcsec
# r_plx       = 2018A&A...616A...1G
# distmod     = -0.645178238580593   mag
# s_distmod   = T
# bjmag       = 13.7                 mag
# rfmag       = 10.7                 mag
# jmag        = 7.38                 mag
# e_jmag      = 0.019                mag
# q_jmag      = A
# hmag        = 6.757                mag
# e_hmag      = 0.016                mag
# q_hmag      = E
# kmag        = 6.485                mag
# e_kmag      = 0.016                mag
# q_kmag      = A
# vest        = 11.78                mag
# s_vest      = A
# vmjest      = 4.4                  mag
# vmag        = 11.77                mag
# rcmag       = 10.5601              mag
# icmag       = 8.97656              mag
# r_vrimag    = 1984ApJS...55..289W
# spectype    = M3.5
# r_spectype  = 1994AJ....108.1437H
# mass        = 0.285519234786466    Msol
# radius      = 0.302209515191391    Rsol
# null_dc[1]  = 0.000131             mag
# null_dc[2]  = 0.001156             mag
# null_cm     = 0.592843             mag/mag
# null_fwhm_k = -0.002568            mag/pix
# null_fwhm_0 = 2.747000             pix
# null_chidof = 4.238
# null_nfit   = 6807
# null_nparm  = 4
#
#BJD           Mag         e_Mag       tExp    DMag    FWHM   Ellip Airmass X         Y         Angle   Sky      Peak  S  V  R F CM        Corr_Mag   
#------------- ----------- ----------- ------- ------- ------ ----- ------- --------- --------- ------- -------- ----- -- -- - - --------- -----------
2459226.999212   -0.019032    0.009280   2.414  0.0114  6.093 0.038 1.95669  1023.402  1024.492  179.75    23.30  1939  2 13 0 0 -0.007696   -0.007031
2459226.999598    0.007833    0.010572   2.414  0.0193  5.969 0.015 1.95117  1021.003  1026.107  179.75    23.30  1696  2 13 0 0 -0.007656    0.019492
2459226.999989   -0.029388    0.008869   2.414  0.0293  5.562 0.046 1.94562  1020.733  1025.771  179.73    23.36  2320  2 13 0 0 -0.007615   -0.018800
2459227.000380   -0.015291    0.009464   2.414  0.0508  4.040 0.035 1.94010  1022.380  1024.303  179.74    23.52  4548  2 13 0 0 -0.007575   -0.008636
2459227.045692   -0.020773    0.006094   2.414  0.0405  4.284 0.053 1.47779  1023.267  1023.419  179.75    20.26  4570  2 13 0 0 -0.005473   -0.014737
2459227.046068   -0.002230    0.006076   2.414  0.0272  5.293 0.021 1.47507  1021.915  1023.606  179.75    19.89  2623  2 13 0 0 -0.005466    0.006394
2459227.046470   -0.010130    0.005894   2.414  0.0391  4.844 0.025 1.47217  1023.419  1022.428  179.73    19.75  3313  2 13 0 0 -0.005458   -0.002664
2459227.046873   -0.016693    0.006293   2.414 -0.0005  4.534 0.032 1.46928  1023.000  1025.524  179.74    19.72  4165  2 13 0 0 -0.005450   -0.010028
2459227.047337   -0.024286    0.006627   2.414  0.0251  5.549 0.022 1.46597  1021.639  1025.975  179.75    19.89  2653  2 13 0 0 -0.005441   -0.015020
2459227.047746   -0.016104    0.006201   2.414  0.0119  6.095 0.056 1.46307  1020.898  1026.952  179.74    19.81  2033  2 13 0 0 -0.005433   -0.005440
2459227.063400   -0.009153    0.006067   2.414  0.0346  4.487 0.049 1.36322  1021.626  1021.925  179.75    65.29  3614  2 13 0 0 -0.005232   -0.002738
2459227.063808   -0.015594    0.005968   2.414  0.0137  4.085 0.038 1.36089  1020.949  1022.823  179.75    70.75  4567  2 13 0 0 -0.005234   -0.010211
2459227.064202   -0.013088    0.006359   2.414  0.0310  3.830 0.055 1.35864  1022.190  1024.068  179.74    76.45  5589  2 13 0 0 -0.005236   -0.008358
2459227.064604   -0.005289    0.006854   2.414  0.0099  4.086 0.050 1.35636  1023.687  1024.222  179.75    82.87  4862  2 13 0 0 -0.005239    0.000100
2459227.065002   -0.011734    0.006331   2.414  0.0425  3.616 0.060 1.35412  1022.612  1024.162  179.75    90.08  6780  2 13 0 0 -0.005241   -0.007551
2459227.065404   -0.009344    0.007802   2.414  0.0386  3.307 0.030 1.35187  1023.080  1024.960  179.75    98.07  8335  2 13 0 0 -0.005243   -0.005954
2459229.031207   -0.017710    0.007206   2.414  0.0177  3.891 0.266 1.54807  1022.318  1009.807  179.75    12.98  5212  2 13 0 0 -0.000679   -0.015525
2459229.031597   -0.008362    0.006155   2.414 -0.0012  2.257 0.071 1.54487  1022.721  1036.788  179.76    13.12 19858  2 13 0 0 -0.000669   -0.010380
2459229.031983    0.003746    0.007370   2.414  0.0115  2.173 0.055 1.54172  1022.492  1026.427  179.75    13.37 16150  2 13 0 0 -0.000659    0.001506
2459229.032350   -0.005125    0.006085   2.414  0.0053  2.257 0.058 1.53874  1022.947  1023.427  179.76    13.35 16936  2 13 0 0 -0.000649   -0.007155
2459229.032720   -0.021917    0.007316   2.414  0.0021  2.608 0.103 1.53576  1023.685  1024.125  179.75    13.29 12244  2 13 0 0 -0.000639   -0.023051
2459229.033105   -0.015955    0.006214   2.414  0.0079  2.573 0.054 1.53266  1023.143  1022.594  179.75    13.38 13990  2 13 0 0 -0.000629   -0.017185
2459229.048704   -0.015160    0.006911   2.414 -0.0055  2.759 0.069 1.41999  1023.414  1023.566  179.76     8.48 10403  2 13 0 0 -0.001303   -0.015512
2459229.049088   -0.008989    0.005676   2.414 -0.0016  3.348 0.163 1.41751  1020.397  1020.391  179.75     8.96  6546  2 13 0 0 -0.001337   -0.007809
2459229.049462   -0.014755    0.007007   2.414  0.0055  3.410 0.073 1.41510  1024.038  1021.708  179.76     9.23  6876  2 13 0 0 -0.001370   -0.013396
2459229.049837    0.006107    0.005523   2.414  0.0006  4.713 0.246 1.41269  1022.622  1024.585  179.75     9.40  4280  2 13 0 0 -0.001403    0.010833
2459229.050213   -0.014776    0.006495   2.414  0.0044  2.286 0.070 1.41029  1023.838  1027.660  179.75     9.54 17581  2 13 0 0 -0.001436   -0.016265
2459229.050601   -0.005548    0.006350   2.414  0.0050  3.348 0.310 1.40783  1022.800  1022.670  179.76     9.63  7342  2 13 0 0 -0.001470   -0.004289
2459229.065763   -0.005951    0.006401   2.414 -0.0163  2.367 0.046 1.32085  1021.342  1026.100  179.76    62.35 17898  2 13 0 0 -0.002178   -0.006791
2459229.066141   -0.016060    0.006271   2.414 -0.0005  2.257 0.058 1.31889  1022.302  1023.905  179.75    69.63 16029  2 13 0 0 -0.002175   -0.017185
2459229.066529   -0.027328    0.005984   2.414 -0.0058  2.243 0.046 1.31689  1022.655  1021.554  179.76    78.13 17105  2 13 0 0 -0.002172   -0.028491
2459229.066910   -0.025021    0.007383   2.414  0.0157  2.463 0.043 1.31494  1022.762  1022.106  179.76    87.56 16570  2 13 0 0 -0.002169   -0.025620
2459229.067285    0.005939    0.008593   2.414  0.0085  2.378 0.066 1.31303  1023.511  1024.939  179.76    97.92 15096  2 13 0 0 -0.002166    0.005120
2459229.067664   -0.014580    0.008286   2.414  0.0076  2.405 0.054 1.31111  1024.893  1025.745  179.76   109.79 15142  2 13 0 0 -0.002163   -0.015332
2459230.988425    0.039961    0.009535   2.414  0.0224  2.480 0.126 1.95654  1023.749  1022.430  179.75    15.25 14099  2 13 0 0  0.002367    0.036716
2459230.988810    0.003181    0.008214   2.414  0.0102  2.459 0.059 1.95104  1022.045  1024.847  179.76    15.00 15837  2 13 0 0  0.002353   -0.000109
2459230.989185    0.004042    0.008762   2.414  0.0112  2.502 0.108 1.94571  1023.740  1025.600  179.75    15.01 11980  2 13 0 0  0.002339    0.000870
2459230.989556   -0.000437    0.008342   2.414  0.0045  2.272 0.085 1.94047  1022.008  1027.589  179.75    14.95 13166  2 13 0 0  0.002325   -0.004191
2459230.989936   -0.026466    0.008147   2.414  0.0074  2.034 0.052 1.93513  1022.575  1025.060  179.75    15.01 21302  2 13 0 0  0.002312   -0.030824
2459230.990317   -0.001753    0.008780   2.414  0.0368  2.530 0.049 1.92981  1023.051  1019.995  179.76    15.00 15123  2 13 0 0  0.002298   -0.004828
2459231.006389   -0.006973    0.007856   2.414  0.0008  2.317 0.073 1.73200  1023.257  1027.580  179.76    14.80 13391  2 13 0 0  0.001899   -0.010359
2459231.006778   -0.008389    0.007396   2.414  0.0043  2.005 0.053 1.72780  1023.552  1027.058  179.75    14.93 20206  2 13 0 0  0.001895   -0.012574
2459231.007166   -0.004116    0.007150   2.414  0.0157  2.458 0.083 1.72361  1021.323  1024.686  179.76    15.09 14292  2 13 0 0  0.001891   -0.007135
2459231.007547   -0.002216    0.007261   2.414 -0.0012  2.787 0.057 1.71953  1022.879  1024.009  179.76    15.10 11377  2 13 0 0  0.001887   -0.004388
2459231.007924   -0.007950    0.008469   2.414 -0.0033  2.236 0.044 1.71552  1023.474  1023.926  179.76    15.09 15059  2 13 0 0  0.001884   -0.011535
2459231.008313   -0.013485    0.007593   2.414  0.0002  2.165 0.048 1.71140  1023.981  1025.318  179.76    15.11 17446  2 13 0 0  0.001880   -0.017250
2459231.024164   -0.006575    0.006322   2.414 -0.0027  3.395 0.245 1.56176  1011.614  1028.204  179.75    11.78  7775  2 13 0 0  0.001621   -0.007027
2459231.024535   -0.001509    0.006641   2.414 -0.0098  3.990 0.039 1.55865  1019.918  1022.733  179.76    11.61  5615  2 13 0 0  0.001610   -0.000427
2459231.024914   -0.010481    0.006766   2.414 -0.0149  3.770 0.157 1.55548  1018.194  1022.133  179.76    11.68  7134  2 13 0 0  0.001599   -0.009957
2459231.025294   -0.008217    0.006611   2.414 -0.0085  2.604 0.043 1.55233  1023.199  1023.079  179.76    11.75 12916  2 13 0 0  0.001587   -0.010681
2459231.025668   -0.030954    0.006168   2.414 -0.0121  3.011 0.202 1.54923  1020.951  1031.969  179.76    11.60  7873  2 13 0 0  0.001576   -0.032366
2459231.026068   -0.004753    0.006175   2.414 -0.0129  2.892 0.113 1.54594  1027.002  1022.094  179.76    11.31  9492  2 13 0 0  0.001563   -0.006463
2459231.038257   -0.011053    0.006520   2.414 -0.0085  2.277 0.085 1.45389  1022.408  1022.760  179.76    11.50 14045  2 13 0 0  0.001192   -0.014123
2459231.038626   -0.006067    0.007579   2.414 -0.0168  2.676 0.315 1.45134  1022.912  1025.511  179.76    11.63  8651  2 13 0 0  0.001180   -0.008105
2459231.039002   -0.008892    0.006251   2.414 -0.0054  4.907 0.348 1.44875  1020.707  1034.287  179.76    11.42  4024  2 13 0 0  0.001169   -0.005193
2459231.039399   -0.020428    0.006942   2.414 -0.0162  4.930 0.193 1.44602  1018.601  1029.721  179.76    11.28  3094  2 13 0 0  0.001165   -0.016667
2459231.039789   -0.025705    0.006279   2.414 -0.0209  2.229 0.083 1.44336  1029.413  1009.829  179.77    11.24 15349  2 13 0 0  0.001184   -0.028893
2459231.040157   -0.011574    0.007054   2.414 -0.0158  2.047 0.077 1.44087  1025.972  1023.508  179.76    11.16 17064  2 13 0 0  0.001201   -0.015240
2459231.986042   -0.011347    0.012864   2.414 -0.2709  4.115 0.040 1.95202  1022.021  1024.509  179.74    15.71  2991  2 13 0 0 -0.006132   -0.005354
2459231.986436   -0.029123    0.008920   2.414 -0.1757  3.959 0.031 1.94641  1019.839  1030.468  179.75    15.83  4822  2 13 0 0 -0.006092   -0.023555
2459231.986826    0.005816    0.009845   2.414 -0.0828  3.466 0.032 1.94090  1020.000  1029.702  179.75    15.82  5343  2 13 0 0 -0.006052    0.010094
2459231.987204   -0.057272    0.011984   2.414 -0.1230  3.379 0.032 1.93558  1018.840  1029.879  179.74    16.03  5436  2 13 0 0 -0.006014   -0.053239
2459231.987590   -0.047855    0.011195   2.414 -0.1458  4.000 0.042 1.93019  1018.599  1026.567  179.73    16.30  4071  2 13 0 0 -0.005975   -0.042251
2459231.987983   -0.029909    0.008324   2.414 -0.1779  4.586 0.042 1.92474  1019.507  1028.322  179.72    16.45  2736  2 13 0 0 -0.005935   -0.022823
2459232.011395   -0.037281    0.007322   2.414 -0.0153  4.413 0.057 1.65285  1022.713  1022.406  179.76    14.39  4338  2 13 0 0 -0.005725   -0.030764
2459232.011770   -0.021284    0.008564   2.414 -0.0121  3.314 0.035 1.64921  1021.327  1022.980  179.76    14.59  7044  2 13 0 0 -0.005755   -0.017572
2459232.012144   -0.015898    0.006767   2.414 -0.0134  2.919 0.040 1.64561  1023.469  1025.360  179.75    14.65  8038  2 13 0 0 -0.005783   -0.013183
2459232.012532   -0.010826    0.007510   2.414  0.0006  3.056 0.041 1.64189  1023.433  1026.637  179.75    14.69  7886  2 13 0 0 -0.005814   -0.007742
2459232.012919   -0.008953    0.007543   2.414  0.0005  3.489 0.096 1.63821  1024.286  1023.760  179.75    14.80  6380  2 13 0 0 -0.005844   -0.004739
2459232.013302   -0.009478    0.007650   2.414 -0.0045  3.660 0.047 1.63458  1024.520  1023.135  179.74    14.86  5534  2 13 0 0 -0.005873   -0.004807
2459232.039682   -0.029745    0.006794   2.414 -0.0024  4.235 0.075 1.42603  1022.662  1024.079  179.74    12.67  4859  2 13 0 0 -0.002968   -0.025320
2459232.040061   -0.001650    0.008068   2.414 -0.0054  4.357 0.084 1.42355  1023.621  1027.007  179.74    12.92  4065  2 13 0 0 -0.002977    0.003094
2459232.040440   -0.013161    0.007497   2.414  0.0018  4.402 0.129 1.42107  1023.559  1023.412  179.75    13.16  3722  2 13 0 0 -0.002985   -0.008296
2459232.040826   -0.020115    0.006999   2.414  0.0134  3.411 0.125 1.41857  1024.462  1021.622  179.76    13.31  7487  2 13 0 0 -0.002994   -0.017791
2459232.041205   -0.035835    0.006132   2.414 -0.1373  5.829 0.128 1.41612  1023.675  1018.508  179.75    13.53  1991  2 13 0 0 -0.003002   -0.027295
2459232.041575    0.004599    0.005888   2.414  0.0070  3.763 0.090 1.41374  1022.391  1026.445  179.75    13.48  6290  2 13 0 0 -0.003011    0.007837
2459232.044726   -0.024910    0.005519   2.414 -0.0166  3.057 0.065 1.39397  1020.103  1022.834  179.77    13.20  8626  2 13 1 0 -0.003081   -0.023443
2459232.045096   -0.023010    0.006082   2.414 -0.0099  2.806 0.048 1.39170  1019.845  1024.614  179.76    13.24 10012  2 13 1 0 -0.003090   -0.022183
2459232.045475   -0.009052    0.007042   2.414 -0.0018  3.283 0.041 1.38939  1020.637  1028.357  179.75    13.29  6878  2 13 1 0 -0.003098   -0.006995
2459232.045853   -0.006437    0.006557   2.414 -0.0062  5.106 0.054 1.38709  1021.812  1026.395  179.75    13.32  2906  2 13 1 0 -0.003107    0.000308
2459232.046237   -0.011843    0.006080   2.414 -0.0065  3.816 0.046 1.38477  1023.042  1020.732  179.76    13.33  5230  2 13 1 0 -0.003115   -0.008406
2459232.046615   -0.022675    0.007224   2.414 -0.0114  3.729 0.050 1.38250  1024.213  1022.391  179.77    13.38  5024  2 13 1 0 -0.003124   -0.019456
2459232.983020    0.002544    0.009251   2.414  0.0467  2.948 0.104 1.95663  1024.552  1022.585  179.75    11.45  9731  2 13 0 0  0.000133    0.001826
2459232.983378   -0.021679    0.008842   2.414  0.0409  3.088 0.098 1.95151  1020.943  1029.960  179.74    11.66  9504  2 13 0 0  0.000147   -0.022046
2459232.983755   -0.015472    0.010191   2.414  0.0242  4.563 0.179 1.94614  1020.889  1029.426  179.75    12.00  4474  2 13 0 0  0.000162   -0.012060
2459232.984138   -0.017170    0.008523   2.414  0.0409  3.331 0.044 1.94074  1022.136  1023.778  179.75    12.30  8172  2 13 0 0  0.000177   -0.016930
2459232.984512   -0.006601    0.008348   2.414  0.0221  3.658 0.210 1.93549  1023.481  1021.211  179.74    12.55  7590  2 13 0 0  0.000191   -0.005531
2459232.984884   -0.000443    0.008190   2.414  0.0341  3.592 0.167 1.93029  1024.192  1019.433  179.74    12.79  6083  2 13 0 0  0.000206    0.000450
2459233.006021   -0.015045    0.007379   2.414  0.0356  2.849 0.115 1.67933  1024.554  1025.036  179.75    13.29 10819  2 13 0 0  0.000877   -0.016459
2459233.006406   -0.005184    0.007339   2.414  0.0229  2.775 0.114 1.67544  1022.855  1025.436  179.74    13.51 11214  2 13 0 0  0.000883   -0.006791
2459233.006778   -0.001360    0.007729   2.414  0.0070  4.128 0.141 1.67172  1023.380  1024.831  179.75    13.37  4717  2 13 0 0  0.000889    0.000504
2459233.007162    0.001196    0.007570   2.414  0.0252  3.367 0.096 1.66791  1024.487  1021.129  179.75    13.41  7753  2 13 0 0  0.000895    0.001102
2459233.007540   -0.000244    0.007439   2.414  0.0273  2.613 0.049 1.66416  1021.550  1025.132  179.75    13.59 13540  2 13 0 0  0.000901   -0.002278
2459233.007921   -0.014616    0.007068   2.414  0.0132  3.235 0.095 1.66041  1022.154  1026.332  179.75    13.57  8422  2 13 0 0  0.000907   -0.015056
2459233.030257   -0.019278    0.006330   2.414  0.0065  3.875 0.241 1.47229  1023.631  1021.869  179.76    13.73  6099  2 13 0 0  0.001918   -0.018674
2459233.030661   -0.007257    0.005906   2.414  0.0126  2.892 0.044 1.46939  1023.965  1024.214  179.76    13.70 11819  2 13 0 0  0.001949   -0.009196
2459233.031051   -0.008945    0.005973   2.414  0.0067  2.659 0.083 1.46660  1023.665  1023.196  179.75    13.52 13575  2 13 0 0  0.001979   -0.011500
2459233.031445   -0.015947    0.006703   2.414 -0.0437  3.536 0.205 1.46380  1023.016  1024.347  179.75    13.47  4525  2 13 0 0  0.002009   -0.016268
2459233.031842   -0.006300    0.006754   2.414 -0.0138  4.622 0.324 1.46100  1022.722  1035.015  179.75    13.51  3353  2 13 0 0  0.002039   -0.003849
2459233.032237   -0.009975    0.006350   2.414  0.0051  2.841 0.117 1.45823  1022.374  1019.477  179.75    13.32 13218  2 13 0 0  0.002069   -0.012116
2459251.971630   -0.014900    0.006329   2.414  0.0369  2.839 0.070 1.52848  1024.973  1029.229  179.75     8.97 10868  2 13 0 0 -0.000411   -0.015576
2459251.972014    0.045446    0.009626   2.414 -0.0148  4.317 0.136 1.52544  1026.403  1023.661  179.76     9.64  2606  2 13 0 0 -0.000472    0.048603
2459251.972400    0.004860    0.006040   2.414  0.0338  3.309 0.110 1.52239  1023.731  1025.193  179.75    10.07  9794  2 13 0 0 -0.000533    0.005464
2459251.972793   -0.006693    0.008883   2.414  0.0111  2.918 0.096 1.51930  1023.320  1025.950  179.76    10.07  9121  2 13 0 0 -0.000596   -0.007056
2459251.973192   -0.015366    0.006611   2.414  0.0260  4.168 0.206 1.51618  1023.605  1019.395  179.76    10.16  3867  2 13 0 0 -0.000660   -0.012481
2459251.973585   -0.003674    0.006393   2.414  0.0332  3.218 0.077 1.51314  1022.694  1025.180  179.76    10.21  8941  2 13 0 0 -0.000722   -0.003191
2459251.987802    0.008902    0.006281   2.414  0.0307  3.377 0.166 1.41293  1023.834  1023.940  179.76     8.56  8254  2 13 0 0 -0.001630    0.010330
2459251.988182    0.007774    0.006684   2.414  0.0263  2.689 0.127 1.41051  1023.971  1024.541  179.75     9.32 11429  2 13 0 0 -0.001624    0.007432
2459251.988564   -0.024399    0.006730   2.414  0.0279  3.983 0.280 1.40808  1023.118  1023.134  179.75     9.58  5668  2 13 0 0 -0.001618   -0.021421
2459251.988947   -0.018490    0.006091   2.414  0.0163  3.808 0.155 1.40566  1022.603  1021.693  179.75     9.85  6521  2 13 0 0 -0.001612   -0.015965
2459251.989322   -0.012886    0.006201   2.414  0.0310  3.603 0.189 1.40330  1024.401  1025.082  179.75    10.23  7486  2 13 0 0 -0.001606   -0.010891
2459251.989700   -0.013964    0.005435   2.414  0.0292  4.600 0.167 1.40094  1023.899  1022.822  179.75    10.58  4373  2 13 0 0 -0.001600   -0.009412
2459251.990083   -0.008986    0.006239   2.414  0.0304  3.260 0.162 1.39856  1022.859  1024.848  179.75    10.88  8508  2 13 1 0 -0.001594   -0.007879
2459251.990456   -0.009974    0.006680   2.414  0.0292  3.501 0.058 1.39625  1024.297  1022.066  179.75    11.07  6371  2 13 1 0 -0.001588   -0.008251
2459251.990847   -0.019604    0.005439   2.414  0.0382  3.294 0.083 1.39384  1023.254  1025.737  179.75    10.96  9628  2 13 1 0 -0.001582   -0.018417
2459251.991225   -0.010796    0.005622   2.414  0.0394  5.406 0.194 1.39152  1022.501  1023.518  179.75    10.95  3515  2 13 1 0 -0.001576   -0.004187
2459251.991608    0.001028    0.006264   2.414  0.0344  4.261 0.187 1.38919  1024.163  1023.972  179.75    10.96  5441  2 13 1 0 -0.001571    0.004692
2459252.009474   -0.024639    0.005874   2.414  0.0126  2.997 0.080 1.29232  1023.938  1020.197  179.76    12.20 11828  2 13 0 0 -0.000661   -0.024761
2459252.009843   -0.008928    0.005779   2.414  0.0178  5.091 0.225 1.29055  1022.507  1019.013  179.75    12.55  3240  2 13 0 0 -0.000630   -0.003690
2459252.010215   -0.003160    0.005120   2.414  0.0345  2.834 0.083 1.28877  1024.410  1026.811  179.75    11.97 11601  2 13 0 0 -0.000600   -0.003737
2459252.010587    0.002430    0.005739   2.414  0.0292  3.354 0.137 1.28700  1024.623  1025.570  179.75    11.82  8811  2 13 0 0 -0.000569    0.003170
2459252.010961   -0.011017    0.006961   2.414  0.0160  3.010 0.080 1.28524  1024.355  1024.606  179.76    12.08  9512  2 13 0 0 -0.000538   -0.011178
2459252.011341   -0.023499    0.005143   2.414  0.0238  5.623 0.109 1.28345  1021.918  1021.904  179.75    12.59  3083  2 13 0 0 -0.000507   -0.016967
2459252.032261   -0.010313    0.005277   2.414  0.0216  4.693 0.211 1.19755  1021.799  1022.324  179.76    13.59  4905  2 13 0 0 -0.001325   -0.005685
2459252.032641   -0.004089    0.004963   2.414  0.0254  2.910 0.089 1.19621  1023.951  1026.024  179.76    13.49 12020  2 13 0 0 -0.001373   -0.004013
2459252.033022   -0.013723    0.005716   2.414  0.0252  2.632 0.069 1.19486  1023.378  1028.131  179.76    13.25 13289  2 13 0 0 -0.001421   -0.014332
2459252.033405   -0.002651    0.005446   2.414  0.0282  3.037 0.129 1.19351  1022.648  1021.977  179.77    13.18  8769  2 13 0 0 -0.001469   -0.002192
2459252.033780   -0.018017    0.004996   2.414  0.0055  5.219 0.128 1.19220  1023.785  1016.743  179.76    13.78  3248  2 13 0 0 -0.001516   -0.011925
2459252.034160   -0.009666    0.004622   2.414  0.0179  2.891 0.113 1.19088  1023.922  1026.496  179.76    13.57 11058  2 13 0 0 -0.001563   -0.009526
2459252.056523    0.002039    0.005123   2.414  0.0140  3.610 0.158 1.12413  1026.018  1026.629  179.77    39.72  7326  2 13 0 0 -0.001739    0.004131
2459252.056905   -0.002825    0.004385   2.414  0.0130  4.890 0.047 1.12317  1022.411  1023.435  179.77    42.80  3932  2 13 0 0 -0.001726    0.002547
2459252.057296   -0.012701    0.004455   2.414  0.0201  2.515 0.053 1.12219  1024.184  1029.311  179.76    46.33 14809  2 13 0 0 -0.001713   -0.013437
2459252.057685   -0.001404    0.004955   2.414  0.0194  3.039 0.040 1.12122  1023.852  1025.301  179.76    50.26  9028  2 13 0 0 -0.001700   -0.000802
2459252.058079   -0.018602    0.004737   2.414  0.0045  2.995 0.039 1.12024  1023.798  1023.774  179.77    54.39 11651  2 13 0 0 -0.001686   -0.018121
2459252.058468   -0.005136    0.005801   2.414  0.0140  4.662 0.146 1.11928  1023.350  1018.094  179.77    59.61  3067  2 13 0 0 -0.001673   -0.000382
2459252.928626   -0.018274    0.008812   2.414  0.0415  2.670 0.052 1.96387  1021.315  1027.901  179.75    10.56 11611  2 13 0 0  0.000203   -0.019749
2459252.929001    0.002209    0.008946   2.414  0.0619  2.745 0.038 1.95846  1023.041  1024.375  179.75    10.82 12807  2 13 0 0  0.000234    0.000909
2459252.929382   -0.005054    0.008300   2.414  0.0502  2.516 0.047 1.95300  1024.128  1023.169  179.75    10.99 13596  2 13 0 0  0.000265   -0.006961
2459252.929761   -0.011795    0.008441   2.414  0.0440  2.577 0.051 1.94760  1024.523  1023.822  179.75    11.16 15886  2 13 0 0  0.000295   -0.013563
2459252.930140   -0.008713    0.009094   2.414  0.0474  2.533 0.068 1.94224  1025.280  1021.485  179.75    11.25 10651  2 13 0 0  0.000326   -0.010612
2459252.930521    0.004482    0.008478   2.414  0.0395  2.471 0.032 1.93688  1025.302  1020.861  179.75    11.42 13110  2 13 0 0  0.000357    0.002406
2459252.945049   -0.007420    0.008014   2.414  0.0403  2.579 0.066 1.75462  1022.861  1021.302  179.75     8.00 11859  2 13 0 0  0.000936   -0.009562
2459252.945432   -0.002396    0.008409   2.414  0.0293  2.918 0.065 1.75034  1023.064  1023.054  179.76     8.68 10558  2 13 0 0  0.000921   -0.003658
2459252.945817   -0.022715    0.008410   2.414  0.0354  2.441 0.042 1.74607  1021.574  1027.044  179.75     9.10 14850  2 13 0 0  0.000906   -0.025193
2459252.946201    0.001169    0.007095   2.414  0.0417  2.491 0.088 1.74183  1023.169  1025.527  179.75     9.48 12826  2 13 0 0  0.000891   -0.001172
2459252.946593   -0.006426    0.007119   2.414  0.0449  3.395 0.157 1.73753  1024.185  1021.751  179.76     9.77  8208  2 13 0 0  0.000875   -0.006436
2459252.946992    0.011499    0.007966   2.414  0.0232  3.142 0.117 1.73317  1024.398  1025.567  179.75     9.98  7545  2 13 0 0  0.000860    0.010848
2459252.951135   -0.015236    0.007161   2.414  0.0372  2.737 0.153 1.68943  1023.693  1023.384  179.75     9.59 11430  2 13 1 0  0.000698   -0.016831
2459252.951524   -0.014753    0.007058   2.414  0.0293  3.604 0.116 1.68546  1023.325  1022.598  179.76    10.00  6440  2 13 1 0  0.000683   -0.014113
2459252.951939   -0.012529    0.007356   2.414  0.0402  2.942 0.107 1.68125  1022.953  1023.442  179.76    10.13 10769  2 13 1 0  0.000667   -0.013580
2459252.952322   -0.000498    0.007151   2.414  0.0336  2.943 0.098 1.67738  1023.063  1025.243  179.75    10.36 11209  2 13 1 0  0.000652   -0.001537
2459252.952721    0.002558    0.006758   2.414  0.0316  2.969 0.052 1.67338  1025.315  1025.850  179.75    10.41  9047  2 13 1 0  0.000636    0.001595
2459252.953097   -0.002344    0.006743   2.414  0.0381  2.761 0.101 1.66963  1022.299  1024.917  179.75    10.57 10591  2 13 1 0  0.000622   -0.003833
2459252.965743   -0.002752    0.007110   2.414  0.0209  2.810 0.062 1.55449  1022.268  1024.252  179.75     7.82 11426  2 13 0 0 -0.000047   -0.003718
2459252.966132    0.009912    0.006228   2.414  0.0196  2.739 0.092 1.55126  1022.970  1022.479  179.76     8.56 10360  2 13 0 0 -0.000075    0.008780
2459252.966514    0.001530    0.007168   2.414  0.0247  2.372 0.084 1.54811  1022.814  1022.729  179.76     8.93 15640  2 13 0 0 -0.000101   -0.000529
2459252.966888   -0.003908    0.006204   2.414  0.0193  2.860 0.063 1.54504  1022.678  1025.246  179.76     9.28 10903  2 13 0 0 -0.000128   -0.004698
2459252.967265   -0.001183    0.006512   2.414  0.0217  2.833 0.046 1.54196  1022.418  1025.087  179.76     9.50 10881  2 13 0 0 -0.000154   -0.002026
2459252.967653    0.011320    0.006956   2.414  0.0354  2.817 0.173 1.53881  1023.881  1025.724  179.76     9.58  8918  2 13 0 0 -0.000181    0.010451
2459252.982161   -0.001856    0.005973   2.414  0.0160  2.415 0.035 1.43218  1024.241  1022.903  179.76     8.25 13873  2 13 0 0 -0.001062   -0.003235
2459252.982550   -0.020128    0.005919   2.414  0.0070  2.241 0.080 1.42959  1022.550  1021.718  179.75     8.74 16096  2 13 0 0 -0.001064   -0.021953
2459252.982933   -0.009096    0.005722   2.414  0.0156  2.445 0.036 1.42707  1022.966  1023.931  179.75     9.11 17256  2 13 0 0 -0.001066   -0.010396
